Rank,Word,Score,Match,Exact,Frequency
605,FREAK,3629.0,3202,854,0.000179
606,LEMUR,3628.5,3287,683,2.2e-05
607,MANGE,3627.0,3104,1046,5.4e-05
608,TRUER,3626.5,3071,1111,0.000155
609,INFER,3626.0,3288,676,0.000674
610,THERE,3625.0,3104,1042,0.21749
611,BERTH,3624.5,3198,853,0.00028
612,UNDER,3624.5,3262,725,0.118753
613,DROVE,3622.0,3078,1088,0.002249
614,PATIO,3622.0,3236,772,0.000214
615,HOARD,3621.0,3160,922,0.000237
616,RETRO,3619.5,3287,665,8.8e-05
617,APRON,3619.0,3306,626,0.000388
618,FAIRY,3618.5,3009,1219,0.000849
619,WAVER,3617.5,3135,965,7.1e-05
620,TENSE,3617.0,3057,1120,0.000946
621,NASTY,3616.0,3154,924,0.000393
622,FABLE,3615.5,3076,1079,0.000308
623,PEACH,3614.5,3127,975,0.000607
624,PROVE,3612.0,3053,1118,0.007169
625,STRAW,3610.0,3218,784,0.001401
626,SUGAR,3608.5,3113,991,0.006702
627,BROKE,3608.0,3028,1160,0.003442
628,GAZER,3608.0,3128,960,1.4e-05
629,DRIVE,3607.5,3052,1111,0.007177
630,VALOR,3607.5,3206,803,0.000191
631,ASCOT,3606.5,3308,597,5.2e-05
632,TIDAL,3605.0,3234,742,0.000814
633,HALVE,3605.0,3129,952,3.5e-05
634,WHEAT,3605.0,3196,818,0.005191
635,DREAD,3603.5,3186,835,0.000837
636,FORGE,3602.5,3065,1075,0.000556
637,FLYER,3602.0,3155,894,0.00013
638,TORUS,3601.5,3247,709,0.000109
639,CLERK,3600.0,3181,838,0.007167
640,COURT,3598.5,3076,1045,0.061382
641,PRINT,3595.5,3041,1109,0.004104
642,SCREW,3595.5,3144,903,0.001594
643,MEDIA,3595.0,3273,644,0.00752
644,SPIED,3595.0,3031,1128,0.000115
645,TITLE,3594.5,3072,1045,0.019377
646,GIANT,3594.5,3066,1057,0.001952
647,ORGAN,3593.5,3260,667,0.002854
648,DETER,3593.5,3097,993,0.000483
649,FLOAT,3592.5,3096,993,0.000908
650,ABLED,3592.0,3240,704,1.2e-05
651,PRUDE,3591.0,3059,1064,2.1e-05
652,GREET,3591.0,3026,1130,0.00046
653,OCTAL,3590.5,3336,509,2.8e-05
654,SHARP,3590.5,3080,1021,0.004606
655,BONEY,3590.5,2955,1271,2.1e-05
656,CRAFT,3589.5,3060,1059,0.002007
657,WREAK,3589.5,3189,801,6e-05
658,MONEY,3589.5,2987,1205,0.02798
659,SADLY,3589.0,2954,1270,0.000716
660,SURLY,3588.5,2969,1239,8.1e-05
661,PINEY,3588.5,3008,1161,4.4e-05
662,EAGLE,3588.5,3075,1027,0.001384
663,INTRO,3588.0,3368,440,0.000168
664,POKER,3588.0,3107,962,0.000249
665,BEADY,3587.5,3011,1153,2.9e-05
666,AWARE,3587.0,3056,1062,0.006585
667,FORAY,3586.5,3035,1103,6.6e-05
668,DAILY,3586.5,2983,1207,0.011239
669,POWER,3586.0,3098,976,0.053656
670,TOKEN,3586.0,3142,888,0.000825
671,SCORN,3582.0,3118,928,0.000515
672,DECRY,3581.0,3120,922,4.6e-05
673,PLIED,3580.5,3059,1043,0.000146
674,SHREW,3578.5,3075,1007,9.4e-05
675,MELON,3577.0,3216,722,0.000155
676,AMBLE,3577.0,3168,818,2.3e-05
677,SINEW,3576.0,3057,1038,5.5e-05
678,REARM,3574.0,3152,844,1.3e-05
679,TRULY,3572.5,3019,1107,0.004681
680,FLAKE,3571.0,3012,1118,0.000196
681,RASPY,3570.5,3119,903,2.9e-05
682,LADLE,3570.0,3045,1050,0.000138
683,BERET,3567.0,2993,1148,3.8e-05
684,WAIST,3567.0,3029,1076,0.000972
685,SETUP,3565.5,3138,855,0.000614
686,SHORN,3565.0,3049,1032,0.000135
687,RANDY,3564.5,3075,979,0.000266
688,DAISY,3563.0,2955,1216,0.000433
689,EDICT,3562.5,3182,761,0.000297
690,SPEAK,3562.0,3123,878,0.009838
691,BOARD,3562.0,3049,1026,0.038114
692,BROIL,3562.0,3064,996,4.4e-05
693,SLANG,3562.0,3015,1094,0.000237
694,PHONE,3561.0,2995,1132,0.006285
695,PIANO,3561.0,3117,888,0.001733
696,MERCY,3560.5,3048,1025,0.002201
697,INEPT,3559.5,3259,601,9.1e-05
698,CARGO,3557.5,3158,799,0.002475
699,TIARA,3557.5,3123,869,4.8e-05
700,FLUTE,3557.5,3027,1061,0.000406
701,PLAIN,3557.5,3090,935,0.005824
702,HYENA,3556.5,3300,513,4.7e-05
703,GROVE,3553.0,3007,1092,0.001477
704,CROAK,3552.5,3061,983,4.1e-05
705,CIGAR,3552.0,3132,840,0.000555
706,PEACE,3552.0,2922,1260,0.013176
707,BEACH,3551.5,3048,1007,0.004142
708,DRIER,3551.0,2964,1174,0.000253
709,GLIDE,3549.0,3013,1072,0.000269
710,GLEAM,3549.0,3201,696,0.000299
711,ETHOS,3549.0,3386,326,0.000256
712,TRACK,3548.5,3056,985,0.005285
713,HOVER,3548.5,3085,927,0.000157
714,STALK,3548.5,3037,1023,0.000455
715,CRUST,3548.0,3021,1054,0.000809
716,NOOSE,3547.0,2971,1152,9.1e-05
717,SPERM,3545.5,3148,795,0.000625
718,TODAY,3545.5,3031,1029,0.015774
719,VOICE,3545.0,2965,1160,0.012496
720,CRONY,3544.0,2917,1254,2.2e-05
721,WARTY,3543.0,3017,1052,3e-05
722,FAINT,3543.0,2973,1140,0.00141
723,GUEST,3542.5,3092,901,0.001819
724,VIRAL,3542.0,3180,724,0.000773
725,SCRAP,3542.0,3149,786,0.001049
726,LEMON,3541.5,3216,651,0.000915
727,WIDER,3541.0,3097,888,0.002614
728,AORTA,3541.0,3149,784,0.000386
729,INLAY,3540.5,3161,759,7e-05
730,CHAFE,3540.5,2988,1105,4.5e-05
731,STONY,3535.5,2920,1231,0.000483
732,GRIEF,3535.0,3039,992,0.0016
733,COVET,3534.5,2986,1097,7.5e-05
734,ALTAR,3534.5,3122,825,0.001384
735,BRAID,3534.0,3023,1022,0.000187
736,CHUTE,3533.0,2999,1068,0.000266
737,ALOFT,3531.5,3096,871,0.000263
738,FROST,3531.5,2997,1069,0.001379
739,FRESH,3531.5,3088,887,0.00723
740,BRIEF,3531.0,3006,1050,0.00702
741,BROAD,3530.5,3049,963,0.007918
742,OVINE,3530.0,3067,926,3.5e-05
743,COUPE,3529.0,2972,1114,8.9e-05
744,RANCH,3528.5,3112,833,0.001038
745,UNCLE,3528.0,3148,760,0.002928
746,BRASH,3528.0,3001,1054,6.5e-05
747,STORM,3527.5,3089,877,0.003146
748,MURAL,3526.0,3140,772,0.000259
749,WEIRD,3525.5,3097,857,0.000528
750,MOWER,3522.0,3051,942,0.000151
751,GAVEL,3521.5,3051,941,6.3e-05
752,THREW,3520.5,3125,791,0.002191
753,TWICE,3520.5,3005,1031,0.005202
754,SLOTH,3520.0,2978,1084,0.000101
755,STRIP,3519.5,3110,819,0.002297
756,METER,3519.5,3025,989,0.001912
757,MAYOR,3519.0,3127,784,0.00309
758,CLOVE,3518.0,2964,1108,0.000126
759,GAILY,3517.5,2912,1211,0.000154
760,RETRY,3516.5,3031,971,2.2e-05
761,RIVAL,3516.0,3180,672,0.001381
762,SAUCY,3515.0,2841,1348,6.5e-05
763,BASIL,3515.0,3080,870,0.00056
764,RULER,3515.0,3049,932,0.001144
765,SHEET,3514.5,2886,1257,0.005698
766,ELDER,3513.5,3075,877,0.001683
767,ACRID,3512.5,3203,619,0.000101
768,UPSET,3510.5,3138,745,0.001273
769,CORNY,3510.0,2917,1186,3.9e-05
770,LODGE,3508.5,3039,939,0.002174
771,REBAR,3508.0,3120,776,0
772,LEPER,3507.5,3050,915,0.000105
773,THORN,3507.0,3099,816,0.000422
774,EXACT,3506.5,3109,795,0.004113
775,WAIVE,3505.5,2946,1119,0.00048
776,MODEL,3505.0,3038,934,0.022029
777,DEPOT,3504.0,3107,794,0.000922
778,AGATE,3503.0,2994,1018,0.000123
779,AMEND,3502.5,3175,655,0.004433
780,TOAST,3502.0,2923,1158,0.000492
781,FLIRT,3501.0,2999,1004,8.4e-05
782,CRAWL,3500.5,3025,951,0.000329
783,MINCE,3499.5,2991,1017,7.2e-05
784,PAYEE,3499.0,2892,1214,0.00035
785,INNER,3499.0,3105,788,0.005567
786,FELON,3499.0,3124,750,0.000103
787,COBRA,3498.0,3125,746,0.000153
788,HOIST,3498.0,2979,1038,0.000314
789,MAIZE,3497.5,2938,1119,0.000902
790,DIVER,3497.5,3052,891,0.000199
791,SCOUR,3497.0,3026,942,0.000147
792,CLASH,3497.0,2991,1012,0.000436
793,PATSY,3496.5,2951,1091,0.000115
794,CHEAP,3495.5,3127,737,0.001925
795,MACRO,3494.5,3157,675,0.000638
796,LOAMY,3489.0,2937,1104,0.000149
797,SKIRT,3489.0,2967,1044,0.000649
798,MOVER,3488.5,3006,965,0.000253
799,BIOME,3488.5,2935,1107,2.7e-05
800,REPEL,3488.0,3050,876,0.00022
801,SCRAM,3488.0,3102,772,2.7e-05
802,REBUS,3487.0,3227,520,8.1e-05
803,CHANT,3485.5,2944,1083,0.000313
804,STOIC,3485.0,3048,874,0.000187
805,NOVEL,3485.0,3066,838,0.004821
806,BLEAK,3484.5,3072,825,0.000326
807,BUYER,3484.5,3026,917,0.001913
808,BATON,3484.0,3059,850,0.000456
809,PURGE,3481.5,2988,987,0.000275
810,LAPEL,3480.5,3020,921,5.4e-05
811,SCALD,3479.5,2984,991,6.1e-05
812,ABOVE,3478.0,3045,866,0.040055
813,AWOKE,3478.0,3026,904,0
814,WRIST,3477.5,2958,1039,0.000815
815,TRACT,3477.5,2915,1125,0.00288
816,OMBRE,3477.5,3124,707,1.6e-05
817,SANDY,3476.5,2857,1239,0.002035
818,ANTIC,3476.5,3213,527,3.2e-05
819,NORTH,3476.5,3099,755,0.029761
820,SHOVE,3476.5,2867,1219,0.000166
821,SHARK,3476.0,2937,1078,0.000336
822,AUNTY,3475.5,2993,965,5.3e-05
823,PUREE,3475.5,2861,1229,6.8e-05
824,SNOUT,3475.0,2960,1030,0.000247
825,PALSY,3475.0,2929,1092,0.000244
826,LEAVE,3474.5,2924,1101,0.015977
827,TRAMP,3474.0,3051,846,0.000257
828,MARSH,3474.0,3033,882,0.001275
829,ORBIT,3473.5,3086,775,0.001223
830,SPILT,3473.5,2920,1107,6.7e-05
831,ALONG,3473.0,3070,806,0.025062
832,RAPID,3473.0,3102,742,0.006461
833,ABATE,3472.5,2961,1023,0.000237
834,PERCH,3472.0,3056,832,0.000342
835,PRIZE,3472.0,2914,1116,0.002598
836,DRAFT,3470.0,2984,972,0.004332
837,CRANK,3470.0,2937,1066,0.000508
838,CLUED,3469.5,2970,999,0
839,GLAZE,3469.5,2938,1063,0.00028
840,PREEN,3469.5,2953,1033,1.7e-05
841,LIKEN,3468.0,3094,748,4e-05
842,FRONT,3468.0,2928,1080,0.015095
843,ALGAE,3467.5,2972,991,0.000631
844,FIBER,3467.0,3006,922,0.002414
845,HAVEN,3467.0,3032,870,0.00198
846,STORK,3467.0,2993,948,0.000101
847,WHOLE,3466.5,2940,1053,0.033857
848,SOLID,3466.0,2950,1032,0.007328
849,DRIED,3466.0,2926,1080,0.002689
850,BLAZE,3465.5,2905,1121,0.000361
851,MASSE,3465.0,2923,1084,0.00015
852,PASTY,3465.0,2951,1028,6e-05
853,KNELT,3464.5,3115,699,0.000365
854,CARAT,3463.0,2923,1080,5.1e-05
855,WHITE,3462.5,2936,1053,0.029317
856,SPOKE,3462.0,2889,1146,0.005661
857,RALPH,3462.0,3108,708,0.001828
858,YIELD,3462.0,3130,664,0.007659
859,STANK,3461.5,2940,1043,3.3e-05
860,HASTY,3461.0,2983,956,0.000488
861,GRASP,3459.5,3002,915,0.001422
862,HEATH,3459.0,3013,892,0.000844
863,BEGAN,3458.5,3072,773,0.017121
864,WORST,3458.0,2984,948,0.002843
865,NOISY,3457.5,2899,1117,0.000564
866,GROIN,3456.5,3000,913,0.000176
867,DICEY,3456.0,2931,1050,4.8e-05
868,RHINO,3455.5,3078,755,6.7e-05
869,LUNGE,3454.5,3001,907,6e-05
870,DAUNT,3454.5,2947,1015,2.7e-05
871,TANGO,3454.0,3092,724,8e-05
872,CHOIR,3453.5,2976,955,0.000721
873,SCARF,3453.5,3010,887,0.000251
874,WHILE,3452.0,2914,1076,0.063258
875,GRAND,3452.0,2958,988,0.008012
876,SEWER,3451.0,2870,1162,0.001216
877,AUDIT,3450.5,3045,811,0.002252
878,OFTEN,3450.0,3146,608,0.033939
879,ALIGN,3450.0,3044,812,0.000284
880,CLEFT,3448.5,3017,863,0.000394
881,ETHER,3448.0,3104,688,0.001331
882,BRAND,3448.0,2925,1046,0.002349
883,SPIKE,3447.5,2863,1169,0.00048
884,UTTER,3447.5,3072,751,0.001134
885,ORDER,3446.5,2990,913,0.062749
886,HAZEL,3444.5,3016,857,0.000419
887,CURVE,3444.5,2938,1013,0.005139
888,TONGA,3444.0,3092,704,0.000138
889,WRATH,3443.5,2978,931,0.000811
890,WHOSE,3443.0,2912,1062,0.023933
891,SERVE,3443.0,2825,1236,0.010052
892,TEPID,3442.5,3081,723,7.8e-05
893,VIPER,3442.5,3027,831,8.6e-05
894,NICHE,3442.0,3070,744,0.000395
895,CHIDE,3441.5,2892,1099,4.3e-05
896,HAUNT,3440.5,2954,973,0.000251
897,ALOUD,3440.5,3049,783,0.000872
898,GENRE,3439.5,2907,1065,0.000821
899,ABASE,3438.5,2911,1055,1.4e-05
900,STALL,3438.5,2906,1065,0.000514
901,POINT,3438.5,2878,1121,0.045881
902,MOIST,3438.0,2900,1076,0.001046
903,GLOBE,3437.0,2935,1004,0.001657
904,TORCH,3436.0,2997,878,0.000492
905,CURIO,3436.0,3055,762,3.9e-05
906,LATCH,3435.5,3041,789,0.000316
907,EGRET,3434.5,3026,817,3.3e-05
908,FIRST,3432.5,2971,923,0.125562
909,SALVO,3430.0,2988,884,5.2e-05
910,SCENE,3429.0,2836,1186,0.006226
911,RODEO,3428.5,3011,835,0.000106
912,GIVER,3428.5,2981,895,0.000218
913,RUSTY,3427.5,2991,873,0.000357
914,CHAOS,3426.0,3018,816,0.00103
915,SWIRL,3426.0,2936,980,0.000141
916,OMEGA,3425.5,3228,395,0.000278
917,CRESS,3424.5,3000,849,6.6e-05
918,CLASP,3424.5,2959,931,0.000222
919,VOILA,3423.5,3017,813,0
920,SCALP,3423.5,2959,929,0.00037
921,DIRTY,3423.0,2934,978,0.00143
922,DOPEY,3420.5,2856,1129,1.3e-05
923,RIDER,3419.5,2964,911,0.000671
924,BADGE,3419.0,2894,1050,0.000405
925,CYBER,3419.0,3016,806,0
926,MASON,3417.5,3041,753,0.001815
927,SEVER,3417.5,2825,1185,0.00022
928,THESE,3417.5,2886,1063,0.175991
929,SPURT,3417.0,2920,994,9.6e-05
930,SPOIL,3416.0,2925,982,0.000526
931,LEFTY,3415.0,2987,856,3.7e-05
932,CREED,3415.0,2876,1078,0.000844
933,OVARY,3415.0,2977,876,0.000513
934,SONIC,3414.0,2929,970,0.000224
935,ADULT,3414.0,3044,740,0.006015
936,HEAVY,3412.5,2900,1025,0.010899
937,DEBIT,3411.5,3002,819,0.000379
938,GREEN,3410.5,2907,1007,0.012826
939,ROGER,3409.5,2919,981,0.001878
940,GROUT,3409.0,2929,960,0.000153
941,ELECT,3409.0,2983,852,0.001707
942,DECOY,3409.0,2957,904,7.6e-05
943,REBEL,3408.5,2971,875,0.000837
944,CREPE,3408.0,2851,1114,8e-05
945,EXIST,3408.0,3020,776,0.007691
946,ANGRY,3408.0,3004,808,0.002345
947,CHEER,3407.5,2883,1049,0.000572
948,SIEGE,3407.5,2787,1241,0.000975
949,TULLE,3407.0,2892,1030,3.2e-05
950,STEED,3406.5,2879,1055,0.000207
951,AMITY,3406.5,2933,947,0.000153
952,BASIN,3405.5,2983,845,0.003898
953,TAINT,3405.0,2828,1154,0.00017
954,RUPEE,3404.5,2861,1087,0.000166
955,RARER,3404.0,2856,1096,0.000155
956,SMOKE,3403.5,2842,1123,0.003022
957,GLORY,3403.0,2867,1072,0.003214
958,POSIT,3402.5,2947,911,0.000114
959,SPARK,3402.5,2905,995,0.000946
960,WOOER,3401.0,2834,1134,1.3e-05
961,BILGE,3401.0,2909,984,7.1e-05
962,LABEL,3401.0,2941,920,0.002234
963,GRAFT,3401.0,2913,976,0.000599
964,THIEF,3400.5,2949,903,0.000581
965,ELIDE,3400.5,2886,1029,1e-05
966,THETA,3400.0,3064,672,0.000195
967,GOLEM,3400.0,2967,866,2.6e-05
968,APTLY,3398.0,2979,838,0.000254
969,UNMET,3398.0,3022,752,9e-05
970,GORGE,3397.5,2870,1055,0.000382
971,ROOST,3397.5,2872,1051,0.000121
972,RATTY,3396.5,2885,1023,2e-05
973,RALLY,3396.5,2873,1047,0.000508
974,ANGST,3396.0,3037,718,6e-05
975,SCION,3395.5,2929,933,9.5e-05
976,PILOT,3394.5,2975,839,0.003185
977,SPLIT,3394.5,2920,949,0.002659
978,MINOR,3393.5,2999,789,0.006243
979,EBONY,3393.5,2955,877,0.000158
980,RABID,3393.5,3023,741,8.1e-05
981,CLAIM,3393.0,2941,904,0.014472
982,CHARD,3392.0,2934,916,6.4e-05
983,DERBY,3391.5,2940,903,0.000621
984,CHAIN,3391.0,2923,936,0.005086
985,ELFIN,3390.5,3098,585,3.3e-05
986,PANSY,3390.5,2832,1117,6e-05
987,LUMEN,3390.5,3000,781,0.000329
988,SLEEP,3390.0,2832,1116,0.00564
989,FAULT,3389.5,2880,1019,0.003924
990,BRIBE,3389.0,2813,1152,0.000251
991,HARDY,3388.5,2904,969,0.001344
992,ESSAY,3388.0,3041,694,0.002545
993,APPLE,3388.0,2967,842,0.002207
994,GAUNT,3385.5,2876,1019,0.000216
995,RIPER,3385.5,2939,893,4.5e-05
996,SPEND,3384.5,2933,903,0.003891
997,BLOKE,3384.5,2838,1093,6.8e-05
998,SLACK,3383.0,2816,1134,0.000575
999,QUOTE,3383.0,2877,1012,0.001684
1000,MAUVE,3382.5,2861,1043,7.8e-05
1001,MAYBE,3382.0,2939,886,0.005993
1002,WINCE,3382.0,2886,992,5.8e-05
1003,DRAWL,3381.0,2949,864,4.4e-05
1004,ELOPE,3380.5,2887,987,2.1e-05
1005,ALLOT,3379.5,2961,837,9.7e-05
1006,TOTAL,3379.0,2951,856,0.045506
1007,TROLL,3378.0,2890,976,8.8e-05
1008,DOWEL,3377.5,2933,889,6.6e-05
1009,HORNY,3376.5,2848,1057,0.000136
1010,HINGE,3375.5,2923,905,0.000408
1011,DUNCE,3375.5,2873,1005,3e-05
1012,CLOUT,3374.0,2886,976,0.00011
1013,PLAID,3373.5,2912,923,0.000105
1014,QUIET,3373.5,2851,1045,0.004324
1015,SHEIK,3373.5,2895,957,6.4e-05
1016,VIOLA,3373.0,3017,712,0.000296
1017,CREME,3370.0,2804,1132,4.2e-05
1018,CHIME,3369.0,2820,1098,8.6e-05
1019,QUITE,3368.5,2851,1035,0.021134
1020,EQUAL,3368.5,3089,559,0.014623
1021,TWIRL,3368.0,2986,764,2.9e-05
1022,CRISP,3368.0,2889,958,0.00048
1023,SAVOY,3366.0,2759,1214,0.000254
1024,SLURP,3366.0,2898,936,1e-05
1025,DEMUR,3365.5,3012,707,6.7e-05
1026,WHINE,3365.0,2817,1096,9.4e-05
1027,HYPER,3365.0,3026,678,0.000197
1028,RHYME,3363.0,2979,768,0.000406
1029,ETHIC,3362.5,3189,347,0.000346
1030,PIPER,3361.5,2897,929,0.000381
1031,KNEAD,3361.0,3079,564,4.9e-05
1032,FOIST,3360.0,2808,1104,2e-05
1033,BOXER,3360.0,2863,994,0.000212
1034,CREEP,3359.0,2851,1016,0.000796
1035,NIECE,3358.5,2865,987,0.000463
1036,AUDIO,3358.0,3050,616,0.001369
1037,TONIC,3356.0,2979,754,0.000423
1038,COVEN,3354.0,2867,974,3.9e-05
1039,HARPY,3354.0,2879,950,2e-05
1040,GUIDE,3352.5,2824,1057,0.007599
1041,EIGHT,3352.5,3042,621,0.01236
1042,ZEBRA,3351.5,3095,513,0.000115
1043,LINEN,3351.5,2915,873,0.001008
1044,QUART,3351.5,2893,917,0.000529
1045,TANGY,3351.0,2836,1030,2.6e-05
1046,DRANK,3350.5,2861,979,0.000859
1047,STEEP,3350.5,2854,993,0.00147
1048,MANLY,3350.0,2813,1074,0.000455
1049,CHINA,3349.5,2923,853,0.011394
1050,SCOUT,3349.5,2858,983,0.000469
1051,ATOLL,3349.5,2961,777,0.000104
1052,VITAL,3348.0,3012,672,0.003991
1053,FINAL,3346.0,2951,790,0.016074
1054,VERSE,3345.0,2825,1040,0.002686
1055,FROZE,3344.5,2801,1087,0.000276
1056,TWEAK,3343.5,3021,645,3e-05
1057,GIRLY,3343.5,2841,1005,1.6e-05
1058,STACK,3343.5,2838,1011,0.001093
1059,CRASS,3342.0,2853,978,5.9e-05
1060,PRANK,3340.5,2836,1009,6e-05
1061,BLURT,3339.5,2869,941,2.6e-05
1062,COVEY,3339.0,2735,1208,6.4e-05
1063,LOUSY,3339.0,2806,1066,0.000111
1064,EVICT,3338.0,2960,756,4e-05
1065,GNOME,3337.5,2870,935,5.3e-05
1066,GOOSE,3337.0,2722,1230,0.000579
1067,BRINY,3337.0,2711,1252,2.2e-05
1068,FORTY,3336.0,2796,1080,0.006196
1069,BELIE,3335.0,2782,1106,5.2e-05
1070,SHELF,3335.0,2898,874,0.001498
1071,URBAN,3335.0,3011,648,0.008306
1072,CURLY,3334.0,2798,1072,0.00026
1073,ABOUT,3334.0,2967,734,0.141106
1074,SHEEN,3334.0,2767,1134,0.000163
1075,PERKY,3333.0,2851,964,2.9e-05
1076,SHOUT,3332.5,2789,1087,0.000635
1077,MOOSE,3332.0,2721,1222,0.000331
1078,SOUTH,3331.5,2789,1085,0.032529
1079,ROBIN,3331.0,2967,728,0.000947
1080,SWORN,3331.0,2865,932,0.001325
1081,LEGAL,3330.0,2974,712,0.015734
1082,HOVEL,3330.0,2895,870,5.1e-05
1083,GLOVE,3329.5,2817,1025,0.000366
1084,CLOAK,3329.0,2871,916,0.000617
1085,DEIGN,3328.0,2916,824,5.3e-05
1086,COUNT,3327.5,2789,1077,0.00571
1087,SHAFT,3324.5,2773,1103,0.003232
1088,MOVIE,3324.5,2817,1015,0.001741
1089,REEDY,3324.0,2846,956,6.4e-05
1090,FETID,3323.5,2942,763,6.4e-05
1091,VAGUE,3321.0,2862,918,0.001383
1092,SWEPT,3319.5,2875,889,0.001427
1093,VICAR,3318.0,2981,674,0.000512
1094,BINGE,3316.5,2812,1009,9.2e-05
1095,FIELD,3316.5,2920,793,0.029191
1096,EXTOL,3316.0,3074,484,5.3e-05
1097,CACHE,3315.0,2811,1008,0.000421
1098,TEMPO,3314.5,3035,559,0.000373
1099,BURST,3313.5,2841,945,0.001808
1100,GLINT,3313.0,2805,1016,9.2e-05
1101,ADOPT,3313.0,2960,706,0.003159
1102,RERUN,3312.5,2952,721,3.8e-05
1103,AGONY,3311.0,2841,940,0.000629
1104,ABHOR,3310.5,3056,509,8.2e-05
1105,SHADY,3310.0,2686,1248,0.000286
1106,SALLY,3308.5,2655,1307,0.000816
1107,THIRD,3308.5,2895,827,0.02654
1108,FLESH,3308.0,2898,820,0.0029
1109,BRAWL,3308.0,2845,926,6.2e-05
1110,BESET,3307.5,2775,1065,0.000329
1111,LURID,3307.5,2952,711,0.000109
1112,CLANG,3307.5,2844,927,6.5e-05
1113,BLEND,3307.0,2882,850,0.000778
1114,LEVER,3306.5,2853,907,0.001369
1115,ROUND,3305.5,2881,849,0.011271
1116,DRESS,3305.0,2924,762,0.003567
1117,BOWEL,3304.5,2829,951,0.000629
1118,GUARD,3303.0,2866,874,0.005202
1119,SWARM,3302.5,2849,907,0.000308
1120,BETEL,3302.0,2803,998,6.6e-05
1121,NEIGH,3301.5,2923,757,4.7e-05
1122,FETUS,3301.5,2999,605,0.000486
1123,DWELT,3301.5,2928,747,0.000502
1124,DENSE,3301.0,2760,1082,0.001775
1125,TESTY,3300.5,2814,973,2.7e-05
1126,FRUIT,3299.0,2810,978,0.006776
1127,TUMOR,3297.5,2928,739,0.002381
1128,KNAVE,3297.0,2857,880,0.000113
1129,BROTH,3296.5,2817,959,0.00041
1130,LIEGE,3296.5,2815,963,0.000174
1131,GRUNT,3296.0,2805,982,0.000115
1132,PLUME,3295.0,2797,996,0.000337
1133,PRESS,3295.0,2899,792,0.024103
1134,TUBAL,3293.5,2940,707,9.7e-05
1135,FAITH,3292.5,2802,981,0.010141
1136,MARCH,3292.5,2862,861,0.02293
1137,BRUNT,3292.0,2772,1040,0.000176
1138,IMPEL,3288.0,2987,602,5.8e-05
1139,REVEL,3287.0,2853,868,0.000128
1140,RURAL,3287.0,2902,770,0.008292
1141,DIODE,3286.0,2763,1046,0.000426
1142,VAULT,3285.5,2822,927,0.000547
1143,ODDER,3285.0,2952,666,1.4e-05
1144,FLEET,3284.5,2743,1083,0.003153
1145,UNLIT,3283.5,2962,643,3.3e-05
1146,ROWER,3283.0,2813,940,2.2e-05
1147,POSSE,3282.5,2736,1093,0.000114
1148,CHARM,3282.0,2862,840,0.001249
1149,HABIT,3282.0,2862,840,0.002773
1150,SLING,3282.0,2755,1054,0.000189
1151,TORSO,3282.0,2872,820,0.000205
1152,CHOKE,3281.0,2750,1062,0.000257
1153,OCTET,3280.5,2899,763,4.2e-05
1154,SWEET,3280.5,2702,1157,0.00481
1155,APNEA,3280.5,2921,719,0.000109
1156,MODAL,3280.0,2891,778,0.000461
1157,VAPOR,3280.0,2906,748,0.001541
1158,DEMON,3278.5,2941,675,0.000567
1159,SNAKY,3277.5,2689,1177,1.3e-05
1160,CRAMP,3277.5,2830,895,0.000111
1161,WIELD,3277.0,2907,740,0.000155
1162,APART,3277.0,2822,910,0.006205
1163,PANIC,3276.5,2891,771,0.001136
1164,VEGAN,3275.5,2954,643,5.2e-05
1165,SLEEK,3275.5,2689,1173,0.000175
1166,CELLO,3272.5,2887,771,0.000153
1167,DRAWN,3271.5,2852,839,0.008556
1168,NEWLY,3270.0,2855,830,0.003111
1169,HOTLY,3269.5,2777,985,0.00014
1170,STAMP,3269.0,2833,872,0.001773
1171,TRICK,3268.5,2796,945,0.000911
1172,FOCAL,3268.5,2875,787,0.001029
1173,CAPUT,3267.0,2820,894,6.8e-05
1174,GAUGE,3266.0,2725,1082,0.001586
1175,CLOTH,3265.5,2807,917,0.003767
1176,SHELL,3264.5,2763,1003,0.003862
1177,SHINY,3264.5,2604,1321,0.000396
1178,BEING,3263.5,2812,903,0.089986
1179,BEFIT,3263.0,2838,850,1.7e-05
1180,GAUZE,3262.0,2749,1026,0.000309
1181,PRAWN,3261.5,2827,869,5.8e-05
1182,SORRY,3260.5,2600,1321,0.003626
1183,DENIM,3259.5,2915,689,8.3e-05
1184,TITHE,3259.5,2804,911,0.000233
1185,SPOUT,3259.0,2757,1004,0.000164
1186,PURER,3258.5,2749,1019,0.000179
1187,WELSH,3256.5,2885,743,0.001083
1188,ARDOR,3256.0,2843,826,0.000132
1189,SWATH,3255.5,2760,991,7.2e-05
1190,GENIE,3254.5,2718,1073,9e-05
1191,BASIC,3254.0,2881,746,0.0139
1192,SLIMY,3253.5,2622,1263,0.00011
1193,EYING,3253.5,2962,583,0
1194,BRIAR,3253.0,2713,1080,7.3e-05
1195,CARRY,3252.5,2663,1179,0.010193
1196,VISOR,3252.0,2918,668,6.5e-05
1197,BRAVO,3251.5,2827,849,0.000154
1198,TALLY,3250.5,2705,1091,0.000258
1199,BURNT,3250.0,2772,956,0.001172
1200,FLOUR,3250.0,2814,872,0.00226
1201,CIRCA,3249.5,2862,775,0.000294
1202,ROVER,3249.5,2768,963,0.000193
