Rank,Word,Score,Match,Exact,Frequency
585,TRASH,7124.0,6309,1630,0.000494
586,PREST,7121.5,6310,1623,7.7e-05
587,WEARY,7121.0,6200,1842,0.001035
588,RACER,7121.0,6133,1976,6e-05
589,NAVEL,7119.5,6231,1777,0.000136
590,LIARD,7118.5,6343,1551,1.4e-05
591,THEIR,7116.5,6379,1475,0.256934
592,AGENT,7116.5,6473,1287,0.010142
593,SLIME,7113.5,6051,2125,0.000189
594,RIPEN,7112.0,6309,1606,0.000162
595,DELAY,7111.5,6207,1809,0.004816
596,CRAZE,7111.5,6121,1981,0.000104
597,CHEAT,7110.0,6310,1600,0.000288
598,OVATE,7109.5,6354,1511,0.000346
599,BASED,7109.0,6098,2022,0.032649
600,HAVER,7109.0,6146,1926,2e-05
601,DEBAR,7108.0,6381,1454,4e-05
602,FRAME,7104.0,6153,1902,0.005652
603,WORSE,7102.5,6093,2019,0.004204
604,RINGE,7101.0,6215,1772,1.1e-05
605,GLACE,7101.0,6157,1888,3.7e-05
606,PILAR,7100.5,6269,1663,5.7e-05
607,HERON,7100.0,6348,1504,0.000224
608,DIONE,7099.0,6108,1982,3.5e-05
609,RADON,7097.5,6321,1553,0.000226
610,RECTO,7096.0,6524,1144,6.7e-05
611,LORIS,7096.0,6250,1692,1.9e-05
612,SPINE,7092.5,6026,2133,0.001256
613,CRIED,7092.0,6076,2032,0.002892
614,BANDE,7092.0,5992,2200,1.9e-05
615,TYLER,7090.5,6303,1575,0.000762
616,NOSEY,7089.5,6103,1973,1.3e-05
617,BARON,7089.5,6131,1917,0.001256
618,SNIDE,7087.5,6100,1975,2.2e-05
619,RELAX,7087.0,6443,1288,0.000769
620,SWORE,7086.5,6093,1987,0.000469
621,CODER,7082.5,6065,2035,5.2e-05
622,RIBES,7082.0,6299,1566,3.4e-05
623,FORTE,7081.0,6034,2094,0.000163
624,REMIT,7079.5,6343,1473,0.000309
625,LEACH,7077.5,6301,1553,0.000386
626,MAPLE,7075.0,6059,2032,0.000758
627,SMITE,7075.0,6060,2030,8.9e-05
628,SHURE,7075.0,6047,2056,2.6e-05
629,SMILE,7072.5,6051,2043,0.00428
630,SPITE,7071.0,6046,2050,0.003791
631,ACORN,7071.0,6453,1236,0.000119
632,TRUCE,7070.5,6117,1907,0.000343
633,ZANTE,7070.5,6059,2023,1.7e-05
634,TERSE,7070.0,6020,2100,0.000103
635,BAKER,7068.0,6053,2030,0.002659
636,RECTI,7067.5,6535,1065,2.9e-05
637,RAYON,7066.0,6335,1462,0.000245
638,IDLER,7062.0,6394,1336,8.7e-05
639,ORIYA,7061.0,6460,1202,3e-05
640,ANNIE,7059.5,6165,1789,0.000848
641,ULNAR,7056.0,6364,1384,0.000135
642,CRUEL,7055.5,6108,1895,0.001437
643,BATED,7055.0,6012,2086,3e-05
644,TREND,7053.5,6278,1551,0.00344
645,SARAN,7052.0,5883,2338,4e-05
646,CARTY,7051.0,5934,2234,2.5e-05
647,WHARE,7049.5,6162,1775,1.5e-05
648,BREAM,7049.0,6321,1456,5.8e-05
649,ACKER,7048.0,6375,1346,6.1e-05
650,AGREE,7045.5,6039,2013,0.007434
651,HAMEL,7045.0,6109,1872,6.1e-05
652,SLOPE,7045.0,6026,2038,0.002867
653,LIBER,7043.0,6204,1678,0.000219
654,BRAKE,7041.5,6053,1977,0.001264
655,BRAIN,7040.5,6142,1797,0.00673
656,ROYAL,7039.0,6346,1386,0.009183
657,AMIDE,7038.5,6247,1583,0.000142
658,SLATY,7038.5,5969,2139,5.7e-05
659,ACTOR,7037.5,6473,1129,0.001512
660,RAMON,7035.5,6261,1549,0.000189
661,SERIF,7034.5,6131,1807,3.1e-05
662,FETAL,7034.0,6294,1480,0.000875
663,SINGE,7033.5,5932,2203,2.4e-05
664,SMOTE,7032.5,6049,1967,0.000142
665,LAITY,7032.5,5988,2089,0.000255
666,PRICE,7031.5,6002,2059,0.02469
667,YAMEN,7031.0,6136,1790,2.3e-05
668,AMBER,7030.5,6321,1419,0.000534
669,TANSY,7030.0,5958,2144,2.5e-05
670,ARECA,7030.0,6273,1514,2.2e-05
671,FOREL,7028.5,6025,2007,2.1e-05
672,CEIBA,7027.5,6249,1557,1.7e-05
673,OSCAR,7026.5,6559,935,0.000783
674,MANGE,7025.0,5954,2142,5.4e-05
675,TONED,7022.0,6003,2038,0.000165
676,CIDER,7022.0,6076,1892,0.000257
677,SAVOR,7021.0,6026,1990,8.9e-05
678,COMER,7020.5,6005,2031,0.000223
679,ROMAN,7019.5,6261,1517,0.006294
680,RIGEL,7019.0,6226,1586,1.1e-05
681,CRIME,7019.0,6016,2006,0.00662
682,SOFAR,7019.0,6069,1900,1.6e-05
683,SPIEL,7018.5,6037,1963,2.4e-05
684,SAVED,7018.5,5887,2263,0.003133
685,GATOR,7018.0,6173,1690,2.7e-05
686,STRAP,7018.0,6259,1518,0.000403
687,ARDEA,7017.5,6141,1753,1.8e-05
688,BLAIR,7017.0,6153,1728,0.000804
689,GATED,7015.5,6034,1963,0.000146
690,INANE,7014.0,6165,1698,4.1e-05
691,SAWED,7013.5,5903,2221,0.00014
692,STEER,7012.0,6020,1984,0.000472
693,ANKLE,7012.0,6304,1416,0.000556
694,HANGE,7011.5,5990,2043,1.7e-05
695,RHEIN,7010.5,6359,1303,3.5e-05
696,CAIRD,7010.0,6025,1970,3.6e-05
697,CHELA,7009.0,6301,1416,2.5e-05
698,GROAT,7007.5,6173,1669,6.3e-05
699,STIPE,7007.5,6046,1923,5.4e-05
700,TRAPS,7007.5,6259,1497,0.000704
701,DECAL,7007.5,6325,1365,2.4e-05
702,QUARE,7006.0,6100,1812,4.1e-05
703,SUPER,7006.0,5997,2018,0.001844
704,MITRA,7005.5,6292,1427,9.4e-05
705,MOSTE,7004.5,6049,1911,2.5e-05
706,ABUSE,7003.5,6244,1519,0.004238
707,EAGER,7003.0,6039,1928,0.001554
708,GRAIN,7001.0,6164,1674,0.006219
709,SNEER,6999.5,6000,1999,0.000155
710,SOREX,6998.0,5900,2196,1.3e-05
711,TERNE,6998.0,5914,2168,1.6e-05
712,THOSE,6997.5,6085,1825,0.093849
713,SNIPE,6995.0,6026,1938,8.4e-05
714,CHORE,6994.0,6041,1906,0.000102
715,MONTE,6994.0,5943,2102,0.000758
716,PECAN,6993.0,6240,1506,0.00012
717,TABOR,6993.0,6151,1684,0.000126
718,SEINE,6992.0,5736,2512,0.000362
719,SNORT,6991.0,6134,1714,8.9e-05
720,FACET,6990.5,5976,2029,0.000288
721,FINER,6990.5,6025,1931,0.000817
722,BATHE,6990.5,5988,2005,0.000204
723,GRAIL,6990.0,6175,1630,0.000122
724,AUGEN,6989.5,6160,1659,2.4e-05
725,YERBA,6989.5,6395,1189,3e-05
726,COSTA,6988.0,6190,1596,0.001122
727,CANTO,6987.0,6084,1806,0.00017
728,ROSIN,6987.0,6239,1496,0.000157
729,SCARY,6985.0,6020,1930,0.000207
730,CALVE,6985.0,5924,2122,1.9e-05
731,SCANT,6984.5,6076,1817,0.000313
732,SURGE,6983.5,5903,2161,0.00058
733,GAPES,6983.0,6046,1874,1.5e-05
734,BELAY,6982.5,6017,1931,1.8e-05
735,DRUSE,6982.5,6071,1823,1.3e-05
736,PURSE,6982.0,5997,1970,0.000817
737,WAGER,6980.5,6018,1925,0.000204
738,MEDIA,6978.0,6247,1462,0.00752
739,ALLEN,6977.5,6102,1751,0.003526
740,BRANT,6977.0,6037,1880,0.000139
741,CROME,6976.5,6005,1943,1.5e-05
742,ERNIE,6976.5,6019,1915,0.000144
743,SPRUE,6976.5,5997,1959,4.2e-05
744,KRONE,6976.0,6044,1864,3.7e-05
745,SHAKE,6975.0,5936,2078,0.001363
746,THECA,6974.0,6310,1328,3.2e-05
747,VENAL,6973.5,6231,1485,4.8e-05
748,NORMA,6973.5,6261,1425,0.000202
749,FLIER,6971.5,6036,1871,4.9e-05
750,ITHER,6970.5,6379,1183,1.9e-05
751,THINE,6968.0,5990,1956,0.000894
752,AZOTE,6965.5,6173,1585,1.7e-05
753,STOPE,6965.0,6035,1860,5.7e-05
754,WRITE,6964.5,6018,1893,0.010698
755,BRAVE,6963.5,5980,1967,0.001584
756,DAIRY,6963.5,5907,2113,0.002719
757,FILER,6963.0,6036,1854,6.2e-05
758,OTHER,6962.0,6368,1188,0.208524
759,DEIST,6960.5,6120,1681,2.6e-05
760,USAGE,6960.5,6266,1389,0.002195
761,LATEX,6960.5,6074,1773,0.000294
762,VANCE,6958.0,5913,2090,0.000342
763,MAINS,6957.0,5989,1936,0.000551
764,VESTA,6957.0,6346,1222,5.8e-05
765,DEATH,6956.0,6178,1556,0.026242
766,PILES,6954.5,6037,1835,0.000818
767,SCENT,6953.5,6127,1653,0.000681
768,BLADE,6950.0,6003,1894,0.001657
769,CASSE,6949.5,5851,2197,1.3e-05
770,MILES,6949.5,6051,1797,0.017458
771,TALUS,6948.5,6101,1695,8.8e-05
772,GROAN,6947.0,6153,1588,0.000268
773,BRENT,6946.0,6088,1716,0.000278
774,REIGN,6943.5,6215,1457,0.002531
775,TOWER,6942.5,6007,1871,0.003153
776,HEALD,6942.0,6169,1546,6.1e-05
777,AMORT,6942.0,6281,1322,2.1e-05
778,DOEST,6941.5,6109,1665,3e-05
779,MONEL,6941.5,5934,2015,5.2e-05
780,UTILE,6940.0,6171,1538,3.1e-05
781,LARGO,6939.5,6164,1551,0.000132
782,ULTRA,6938.5,6384,1109,0.000819
783,GRANT,6937.5,6059,1757,0.010559
784,PAINT,6937.5,5889,2097,0.002687
785,SURAH,6936.5,5996,1881,2.5e-05
786,TILED,6934.0,6025,1818,0.000161
787,LABOR,6933.0,6142,1582,0.020068
788,MAINT,6932.5,5903,2059,6e-05
789,STAID,6931.5,6069,1725,0.000138
790,UNITE,6930.0,6160,1540,0.000984
791,WISER,6929.0,6104,1650,0.000421
792,GOTRA,6928.0,6173,1510,1.3e-05
793,TILDE,6927.5,6025,1805,1.3e-05
794,SHRED,6927.5,5901,2053,9.2e-05
795,ENTRY,6927.0,6292,1270,0.006841
796,THONE,6925.5,5979,1893,1.1e-05
797,MANIS,6925.0,5989,1872,1.4e-05
798,GRAVE,6924.0,6002,1844,0.003178
799,ADORN,6924.0,6321,1206,0.0002
800,APRIL,6923.0,6269,1308,0.019252
801,WROTE,6922.0,6007,1830,0.009251
802,OILED,6921.5,6119,1605,0.000165
803,LUCRE,6920.5,6108,1625,3.3e-05
804,HAIRY,6919.5,5883,2073,0.000433
805,TIMES,6919.0,6060,1718,0.031189
806,WINER,6918.5,5998,1841,3.1e-05
807,VIREO,6918.0,6096,1644,3.2e-05
808,NOSED,6917.0,6089,1656,0.000136
809,LOBAR,6917.0,6142,1550,5.6e-05
810,SIZER,6916.0,5907,2018,2.5e-05
811,VALUE,6915.0,5938,1954,0.040541
812,CENTO,6912.5,6135,1555,4.1e-05
813,RESET,6911.5,6020,1783,0.00032
814,ASSET,6911.5,6178,1467,0.002176
815,GLADE,6910.5,6025,1771,0.000103
816,SALMO,6909.0,5989,1840,7.9e-05
817,TESTA,6909.0,6194,1430,7.8e-05
818,SHOAL,6909.0,6025,1768,0.000264
819,RAPER,6908.0,5927,1962,2.9e-05
820,MAZER,6907.5,5929,1957,1.4e-05
821,SERVO,6907.0,6077,1660,0.000181
822,TROVE,6907.0,5991,1832,5.1e-05
823,TRACY,6906.5,5934,1945,0.000437
824,CAGEY,6904.5,5721,2367,1.2e-05
825,SHONA,6903.5,6014,1779,4.2e-05
826,VOTER,6903.5,5991,1825,0.000687
827,PAPER,6902.5,5867,2071,0.025521
828,LINED,6901.5,6005,1793,0.001373
829,EXTRA,6901.5,6452,899,0.00554
830,THOLE,6901.5,5990,1823,2e-05
831,MOTEL,6898.0,5954,1888,0.000334
832,SHAVE,6897.0,5863,2068,0.000193
833,KARST,6896.0,6005,1782,8.9e-05
834,STYLE,6892.5,6020,1745,0.008489
835,AZURE,6892.5,6135,1515,0.000194
836,PORED,6892.0,5859,2066,2.9e-05
837,FARSI,6889.5,6080,1619,1.8e-05
838,EDGAR,6889.0,6403,972,0.000946
839,HEAPS,6889.0,6190,1398,0.000315
840,GRICE,6888.5,5908,1961,5.1e-05
841,PLAGE,6888.0,5951,1874,1.7e-05
842,LOVER,6887.5,5982,1811,0.001624
843,ABIDE,6887.5,6117,1541,0.000621
844,VINER,6886.5,5982,1809,3.1e-05
845,SHALT,6886.5,5931,1911,0.000777
846,ARGOT,6885.5,6173,1425,1.9e-05
847,PRUNE,6885.0,5891,1988,0.000146
848,AVERY,6885.0,6184,1402,0.000404
849,CLARY,6884.5,5925,1919,4.9e-05
850,HOTEL,6884.5,5990,1789,0.005725
851,TRITE,6884.5,5850,2069,9.2e-05
852,BLAME,6883.5,5943,1881,0.001865
853,LOWER,6882.5,5998,1769,0.022507
854,SCREE,6882.5,5693,2379,3.1e-05
855,SABOT,6880.0,5868,2024,1.2e-05
856,XENIA,6878.5,6168,1421,4.7e-05
857,APRON,6876.0,6247,1258,0.000388
858,UNTIE,6876.0,6160,1432,5.1e-05
859,TRIER,6874.5,5833,2083,0.000155
860,SHEOL,6874.0,6076,1596,3e-05
861,CARDO,6873.5,6014,1719,1.1e-05
862,MORAY,6873.0,5836,2074,9.9e-05
863,TREEN,6871.5,5914,1915,1.2e-05
864,STREW,6871.5,5999,1745,3.7e-05
865,CLAVE,6870.5,5924,1893,1.8e-05
866,HORDE,6867.0,5909,1916,0.000129
867,INGER,6864.5,6215,1299,3e-05
868,PEDAL,6864.5,6119,1491,0.000295
869,TRAGI,6864.0,6184,1360,2.3e-05
870,SERUM,6864.0,6011,1706,0.002616
871,AURIC,6863.5,6171,1385,1.4e-05
872,NOTED,6863.0,6003,1720,0.010492
873,TELIC,6861.0,6157,1408,1.3e-05
874,TEXAS,6860.0,6169,1382,0.008019
875,MEDAL,6859.5,6133,1453,0.001178
876,LIMES,6859.0,6051,1616,0.000127
877,HOARY,6857.0,5872,1970,0.00011
878,CHAIR,6856.0,6001,1710,0.006121
879,PENIS,6855.5,6026,1659,0.000436
880,ERGOT,6855.0,6224,1262,8.7e-05
881,UKASE,6854.0,6106,1496,1.7e-05
882,PRIED,6847.5,5870,1955,4.7e-05
883,ARMER,6846.5,5941,1811,1.1e-05
884,PARUS,6846.0,5946,1800,1.5e-05
885,SURYA,6845.5,6034,1623,3.5e-05
886,ABODE,6845.0,6106,1478,0.000553
887,BAGEL,6844.5,5835,2019,3e-05
888,PATIO,6844.5,6003,1683,0.000214
889,BOAST,6843.5,5868,1951,0.000549
890,PLEAD,6842.5,6119,1447,0.000693
891,RIVET,6841.5,6002,1679,0.00018
892,PRIDE,6841.0,5870,1942,0.003052
893,SUDRA,6841.0,6020,1642,1.9e-05
894,DIARY,6840.5,5907,1867,0.001343
895,ROWEN,6836.5,5987,1699,2.1e-05
896,FREYA,6836.0,6227,1218,4.4e-05
897,OPINE,6836.0,6034,1604,2.3e-05
898,AARON,6835.0,5891,1888,0.000853
899,FATED,6834.5,5844,1981,0.000184
900,RIFLE,6834.0,6036,1596,0.001158
901,CRASH,6832.5,5982,1701,0.000958
902,LIVRE,6832.5,5993,1679,8.4e-05
903,NASTY,6831.5,5958,1747,0.000393
904,MANSO,6831.0,5978,1706,1.2e-05
905,SWART,6827.5,5948,1759,4.2e-05
906,LIVER,6827.0,5993,1668,0.003388
907,SPINA,6826.5,5975,1703,8.1e-05
908,BARBE,6826.0,5747,2158,3e-05
909,ARGON,6825.0,6153,1344,0.000347
910,TARDY,6823.0,5802,2042,0.000123
911,ULCER,6823.0,6108,1430,0.000559
912,GABLE,6822.0,5835,1974,0.000181
913,HAWSE,6821.5,5879,1885,1.1e-05
914,ROUGE,6820.5,5911,1819,0.000591
915,ORANG,6820.0,6153,1334,5.7e-05
916,GAINS,6819.0,5881,1876,0.002642
917,CORAM,6819.0,5954,1730,7.8e-05
918,TICAL,6816.0,6106,1420,6.1e-05
919,BREAK,6815.5,6053,1525,0.006402
920,KORAN,6813.5,5993,1641,0.000201
921,HIRED,6813.0,5920,1786,0.001717
922,KOINE,6813.0,5780,2066,1.2e-05
923,ADOBE,6810.5,6106,1409,0.000247
924,FRAIL,6809.0,5985,1648,0.000351
925,DEGAS,6808.5,6120,1377,5.8e-05
926,ROACH,6807.5,5990,1635,0.000201
927,STAND,6807.5,5944,1727,0.011006
928,METIS,6807.0,6060,1494,4.9e-05
929,PARTY,6806.5,5728,2157,0.02705
930,WANED,6806.0,5797,2018,9.8e-05
931,SOLVE,6804.5,5699,2211,0.00262
932,AEDES,6804.0,5924,1760,6.8e-05
933,BURET,6804.0,5795,2018,2.1e-05
934,PARLY,6804.0,5719,2170,2.3e-05
935,UNSET,6803.5,6141,1325,1.3e-05
936,STARK,6803.0,6005,1596,0.000771
937,TITRE,6800.5,5850,1901,6.2e-05
938,DREAR,6800.0,6001,1598,3.4e-05
939,ILEUS,6799.0,6257,1084,4.5e-05
940,MARLY,6799.0,5733,2132,4.9e-05
941,PIANO,6797.0,5983,1628,0.001733
942,MATIN,6796.5,5903,1787,3.8e-05
943,FLAIR,6796.5,5985,1623,0.000121
944,IMAGE,6795.5,6079,1433,0.009072
945,TITER,6795.0,5850,1890,0.000127
946,SPRAY,6794.0,5814,1960,0.001666
947,LITHE,6793.5,6001,1585,7.2e-05
948,ULEMA,6793.0,6279,1028,2.5e-05
949,FOLIE,6793.0,5761,2064,2e-05
950,MASON,6792.5,5978,1629,0.001815
951,TALAR,6792.0,5808,1968,1.2e-05
952,ABORT,6791.0,6151,1280,9.5e-05
953,SNARK,6790.5,5985,1611,1.7e-05
954,LONGE,6790.0,5826,1928,6.1e-05
955,TINGE,6789.5,5846,1887,0.000217
956,ROGUE,6787.5,5911,1753,0.000276
957,NANCE,6786.5,5733,2107,0.000124
958,ORGAN,6785.5,6153,1265,0.002854
959,PANTS,6784.5,5870,1829,0.000721
960,LADIN,6784.0,5954,1660,1.1e-05
961,LIBRA,6782.5,6153,1259,7.3e-05
962,PACED,6782.5,5801,1963,0.000296
963,INDRA,6781.5,6332,899,0.000141
964,AORTA,6781.0,5911,1740,0.000386
965,RIVEN,6781.0,5982,1598,6.2e-05
966,CORIN,6779.5,5826,1907,1.5e-05
967,TIARA,6778.5,5922,1713,4.8e-05
968,TAROT,6777.5,5788,1979,4.7e-05
969,OLEIC,6777.5,6251,1053,8.3e-05
970,DOUSE,6777.0,5796,1962,1.8e-05
971,SECRE,6776.5,5693,2167,5.3e-05
972,TEXAN,6775.0,6063,1424,9.7e-05
973,RISER,6774.5,5919,1711,0.00012
974,PALEA,6774.5,5689,2171,2.2e-05
975,PRIME,6774.5,5810,1929,0.005069
976,ARIAN,6774.5,5902,1745,7.7e-05
977,LIMEN,6774.0,5945,1658,1.1e-05
978,WAYNE,6772.0,5811,1922,0.001488
979,TAMIL,6771.0,5914,1714,0.000499
980,GAZER,6769.5,5821,1897,1.4e-05
981,RECUT,6769.0,6117,1304,1.1e-05
982,SWINE,6769.0,5715,2108,0.000656
983,HELIO,6767.5,6095,1345,1.1e-05
984,SCUTE,6767.5,5834,1867,1.1e-05
985,AMPLE,6767.0,6059,1416,0.001848
986,ATONY,6767.0,5966,1602,2.1e-05
987,LOATH,6765.0,5939,1652,0.000108
988,JAGER,6764.5,5826,1877,3.7e-05
989,PLAIT,6763.5,5900,1727,4.6e-05
990,BRAZE,6763.5,5799,1929,1.8e-05
991,LARDY,6763.0,5793,1940,1.2e-05
992,SPENT,6760.0,5921,1678,0.007822
993,BRUTE,6760.0,5795,1930,0.00038
994,GAGER,6759.5,5761,1997,1.3e-05
995,ANENT,6759.0,6060,1398,4.9e-05
996,HIDER,6759.0,5920,1678,1.5e-05
997,DROME,6757.5,5873,1769,1.2e-05
998,BRULE,6757.5,5786,1943,3.5e-05
999,HOMER,6757.5,5849,1817,0.001002
1000,NEGRO,6755.5,6204,1103,0.002711
1001,SLEPT,6755.0,5932,1646,0.001167
1002,LEITH,6753.0,6001,1504,0.000169
1003,BASIN,6752.0,5859,1786,0.003898
1004,FORCE,6752.0,5707,2090,0.025493
1005,ALNUS,6751.5,6081,1341,3.1e-05
1006,VALOR,6749.0,5931,1636,0.000191
1007,LARCH,6748.5,5887,1723,0.000134
1008,MOUSE,6746.5,5736,2021,0.001769
1009,WAFER,6745.5,5828,1835,0.000268
1010,LEAKY,6742.5,5879,1727,0.000122
1011,SPICE,6742.0,5719,2046,0.000307
1012,STIPA,6741.5,5995,1493,1.5e-05
1013,BASIL,6741.0,5870,1742,0.00056
1014,DIMER,6741.0,5884,1714,0.000128
1015,SMELT,6740.0,5946,1588,0.000157
1016,VERSO,6739.5,6077,1325,0.000206
1017,SHARD,6738.5,5850,1777,3e-05
1018,DRACO,6738.0,6014,1448,2.9e-05
1019,BRIDE,6737.5,5754,1967,0.001202
1020,MANTO,6737.5,5892,1691,1.3e-05
1021,SUGAR,6737.5,5852,1771,0.006702
1022,COALY,6736.0,5650,2172,1.3e-05
1023,SPELT,6736.0,5932,1608,0.000136
1024,CREDO,6735.5,6065,1341,8.8e-05
1025,SLEET,6735.0,5642,2186,9.7e-05
1026,CHART,6735.0,5896,1678,0.003008
1027,HOUSE,6733.0,5772,1922,0.053721
1028,VOLAR,6733.0,5931,1604,2.8e-05
1029,CAGED,6732.0,5707,2050,0.000101
1030,PERTY,6732.0,5779,1906,3.2e-05
1031,CARIB,6732.0,5835,1794,4.3e-05
1032,URIAH,6731.5,6015,1433,6.4e-05
1033,WAVER,6731.5,5785,1893,7.1e-05
1034,FREON,6731.0,6014,1434,5.1e-05
1035,CONED,6730.5,5676,2109,1.4e-05
1036,REFIT,6729.0,6045,1368,3.8e-05
1037,TRAIT,6728.5,5799,1859,0.000666
1038,RANDY,6728.5,5782,1893,0.000266
1039,COPRA,6726.5,5940,1573,0.000126
1040,WREST,6725.5,5999,1453,9.4e-05
1041,NIOBE,6725.0,5918,1614,2.6e-05
1042,STOMA,6725.0,5998,1454,5e-05
1043,VOILE,6724.5,5718,2013,1.5e-05
1044,NITRO,6724.5,6153,1143,0.000218
1045,GRAZE,6724.0,5821,1806,0.000148
1046,HALVE,6722.0,5768,1908,3.5e-05
1047,LAMIN,6722.0,5894,1656,1.3e-05
1048,LIGNE,6721.5,5837,1769,1.9e-05
1049,HYENA,6721.5,6172,1099,4.7e-05
1050,PISAN,6721.0,5975,1492,2.2e-05
1051,SINEW,6720.5,5715,2011,5.5e-05
1052,SPLAT,6720.0,5881,1678,1.9e-05
1053,DECAY,6719.5,5889,1661,0.001991
1054,MAIZE,6719.0,5665,2108,0.000902
1055,MESON,6718.0,6029,1378,0.000143
1056,THEMA,6717.0,6118,1198,1.4e-05
1057,CRAPS,6716.0,5932,1568,2e-05
1058,AMEND,6715.0,6122,1186,0.004433
1059,RANCH,6714.0,5876,1676,0.001038
1060,OWNER,6711.0,5987,1448,0.008376
1061,ISLAY,6710.5,6074,1273,2.4e-05
1062,KRONA,6710.0,5993,1434,1.4e-05
1063,ROOSA,6709.5,5902,1615,1.5e-05
1064,ASCOT,6709.0,6190,1038,5.2e-05
1065,SOFIA,6709.0,5805,1808,0.00021
1066,OLDEN,6708.5,5994,1429,0.000163
1067,STOKE,6708.0,5781,1854,0.000189
1068,TOMAN,6708.0,5892,1632,1.8e-05
1069,CARGO,6708.0,5846,1724,0.002475
1070,CAPRI,6707.5,5951,1513,5.9e-05
1071,CHOSE,6706.0,5758,1896,0.002245
1072,PASSE,6705.0,5645,2120,0.0001
1073,COPSE,6704.5,5708,1993,5.6e-05
1074,CHERT,6704.0,5947,1514,0.000251
1075,BOYER,6703.0,5757,1892,0.000209
1076,PLAIN,6703.0,5880,1646,0.005824
1077,NAKED,6703.0,5854,1698,0.00167
1078,MASSE,6700.0,5659,2082,0.00015
1079,KAMEL,6700.0,5805,1790,1.9e-05
1080,COKER,6700.0,5737,1926,7.7e-05
1081,MACRO,6699.5,5954,1491,0.000638
1082,PINAL,6699.5,5880,1639,3.3e-05
1083,TIDAL,6698.5,5974,1449,0.000814
1084,ESTRE,6697.5,6020,1355,1.1e-05
1085,LEAFY,6697.0,5849,1696,0.000247
1086,BLUER,6695.0,5786,1818,2.2e-05
1087,BASON,6694.0,5848,1692,2e-05
1088,ESTER,6692.0,6020,1344,0.000484
1089,HAVEN,6691.5,5757,1869,0.00198
1090,FLEAY,6691.0,5849,1684,1.1e-05
1091,MAMIE,6690.5,5621,2139,7.5e-05
1092,ARRIS,6690.5,5868,1645,1.2e-05
1093,MARSH,6690.0,5790,1800,0.001275
1094,DREAD,6690.0,5952,1476,0.000837
1095,RUMEN,6689.5,5905,1569,0.000127
1096,SPREE,6689.0,5487,2404,7.7e-05
1097,HENRY,6689.0,5809,1760,0.011533
1098,RAMUS,6688.5,5960,1457,0.000122
1099,COMES,6688.0,5722,1932,0.011366
1100,START,6687.5,5780,1815,0.010553
1101,DIRGE,6685.0,5776,1818,5.5e-05
1102,STRAW,6685.0,5948,1474,0.001401
1103,BAUME,6684.5,5639,2091,2.8e-05
1104,HOARD,6684.5,5858,1653,0.000237
1105,SCRAM,6684.0,5946,1476,2.7e-05
1106,BIOTA,6682.5,5887,1591,9.4e-05
1107,EXALT,6681.5,6074,1215,0.000125
1108,HAVEL,6680.5,5768,1825,4.7e-05
1109,MELON,6680.0,5934,1492,0.000155
1110,SALAT,6679.0,5525,2308,1.1e-05
1111,ALLEY,6678.5,5677,2003,0.000726
1112,MILAN,6678.0,5894,1568,0.000827
1113,ACTIN,6678.0,6095,1166,0.000224
1114,VIRAL,6677.5,5942,1471,0.000773
1115,SHIED,6677.5,5637,2081,4.3e-05
1116,OUNCE,6677.0,5822,1710,0.000832
1117,CHINE,6676.5,5663,2027,8.9e-05
1118,DAISY,6675.5,5624,2103,0.000433
1119,DURAL,6675.0,5925,1500,5.1e-05
1120,CAROB,6674.0,5824,1700,2.1e-05
1121,PROEM,6674.0,5799,1750,1.7e-05
1122,ALEPH,6673.5,6095,1157,3.9e-05
1123,LADLE,6671.5,5663,2017,0.000138
1124,GIANT,6671.5,5795,1753,0.001952
1125,PONCE,6670.0,5602,2136,0.000116
1126,NOBLE,6669.5,5804,1731,0.00475
1127,POSEY,6669.0,5590,2158,6.3e-05
1128,FLORA,6668.5,5974,1389,0.00115
1129,GRUEL,6668.0,5808,1720,6.3e-05
1130,TORUS,6666.0,5841,1650,0.000109
1131,WHALE,6665.5,5784,1763,0.000654
1132,CRAIG,6665.0,5857,1616,0.001002
1133,LEAVY,6664.5,5806,1717,2.1e-05
1134,ADDER,6664.5,5952,1425,9.5e-05
1135,TENSE,6664.0,5631,2066,0.000946
1136,COMET,6663.5,5636,2055,0.000415
1137,REARM,6663.0,5941,1444,1.3e-05
1138,SCRAP,6663.0,5932,1462,0.001049
1139,SHEAF,6663.0,5906,1514,0.000115
1140,FLAME,6663.0,5775,1776,0.002054
1141,NAOMI,6662.0,5997,1330,0.000229
1142,SOAPY,6662.0,5539,2246,5.8e-05
1143,LORAL,6662.0,5802,1720,2.3e-05
1144,SAVIN,6661.5,5648,2027,4.4e-05
1145,SANDY,6661.0,5499,2324,0.002035
1146,CREPT,6660.5,5897,1527,0.000497
1147,SCARP,6660.5,5932,1457,7.2e-05
1148,FECAL,6658.0,5967,1382,0.000234
1149,CIGAR,6658.0,5857,1602,0.000555
1150,COVER,6656.0,5664,1984,0.010718
1151,ADEPT,6656.0,6128,1056,0.000209
1152,ACRID,6656.0,6025,1262,0.000101
1153,BEGAT,6655.0,5844,1622,6e-05
1154,MATTE,6654.5,5589,2131,0.000142
1155,SEDER,6653.5,5561,2185,3.4e-05
1156,MONEY,6653.5,5498,2311,0.02798
1157,TORIC,6653.0,5846,1614,1.8e-05
1158,METOL,6653.0,5954,1398,1.2e-05
